Question,hardness,Ground Truth SQL,Basic Predicted SQL,SoQ Predicted SQL,EX,EX SoQ
What are the countries that are not playing cartoons written by Todd Casey?,hard,SELECT country FROM TV_Channel EXCEPT SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey',SELECT DISTINCT country FROM tv_channel WHERE content = 'cartoon' AND package_option = 'Todd Casey',SELECT DISTINCT T1.country FROM tv_channel AS T1 INNER JOIN cartoon AS T2 ON T1.id = T2.channel WHERE T2.written_by = 'Todd Casey',0,0
Find the series name and country of the tv channel that is playing some cartoons directed by Ben Jones and Michael Chang?,extra,"SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Michael Chang' INTERSECT SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Ben Jones'","SELECT tc.series_name, tc.country FROM tv_channel tc JOIN cartoon c ON tc.id = c.channel WHERE c.directed_by IN ('Ben Jones', 'Michael Chang')",NULL,0,0
What is the series name and country of all TV channels that are playing cartoons directed by Ben Jones and cartoons directed by Michael Chang?,extra,"SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Michael Chang' INTERSECT SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Ben Jones'","SELECT DISTINCT t1.series_name, t1.country FROM tv_channel t1 JOIN cartoon t2 ON t1.id = t2.channel WHERE t2.directed_by IN ('Ben Jones', 'Michael Chang')","SELECT DISTINCT T1.series_name, T1.country FROM tv_channel AS T1 INNER JOIN cartoon AS T2 ON T1.id = T2.channel WHERE T2.directed_by IN ('Ben Jones', 'Michael Chang')",0,0
find the pixel aspect ratio and nation of the tv channels that do not use English.,medium,"SELECT Pixel_aspect_ratio_PAR ,  country FROM tv_channel WHERE LANGUAGE != 'English'","SELECT pixel_aspect_ratio_par, country FROM tv_channel WHERE language != 'English'","SELECT pixel_aspect_ratio_par, country FROM tv_channel WHERE language != 'English'",1,1
What is the pixel aspect ratio and country of origin for all TV channels that do not use English?,medium,"SELECT Pixel_aspect_ratio_PAR ,  country FROM tv_channel WHERE LANGUAGE != 'English'","SELECT pixel_aspect_ratio_par, country FROM tv_channel WHERE language != 'English'","SELECT pixel_aspect_ratio_par, country FROM tv_channel WHERE language != 'English'",1,1
find id of the tv channels that from the countries where have more than two tv channels.,easy,SELECT id FROM tv_channel GROUP BY country HAVING count(*)  >  2,SELECT id FROM tv_channel WHERE country IN (     SELECT country     FROM tv_channel     GROUP BY country     HAVING COUNT(*) > 2 ),NULL,0,0
What are the ids of all tv channels that have more than 2 TV channels?,easy,SELECT id FROM tv_channel GROUP BY country HAVING count(*)  >  2,SELECT id FROM tv_channel GROUP BY id HAVING COUNT(*) > 2,NULL,0,0
find the id of tv channels that do not play any cartoon directed by Ben Jones.,hard,SELECT id FROM TV_Channel EXCEPT SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones',SELECT tv_channel.id FROM tv_channel LEFT JOIN cartoon ON tv_channel.id = cartoon.channel WHERE cartoon.directed_by != 'Ben Jones' OR cartoon.directed_by IS NULL,SELECT T1.id FROM tv_channel AS T1 LEFT JOIN cartoon AS T2 ON T1.id = T2.channel WHERE T2.directed_by != 'Ben Jones',0,0
What are the ids of the TV channels that do not have any cartoons directed by Ben Jones?,hard,SELECT id FROM TV_Channel EXCEPT SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones',SELECT tv_channel.id FROM tv_channel WHERE NOT EXISTS (     SELECT 1     FROM cartoon     WHERE cartoon.directed_by = 'Ben Jones' AND cartoon.channel = tv_channel.id ),SELECT T1.id FROM tv_channel AS T1 LEFT JOIN cartoon AS T2 ON T1.id = T2.channel WHERE T2.directed_by != 'Ben Jones' OR T2.directed_by IS NULL,1,0
find the package option of the tv channel that do not have any cartoon directed by Ben Jones.,hard,SELECT package_option FROM TV_Channel WHERE id NOT IN (SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones'),SELECT DISTINCT t.package_option FROM tv_channel t LEFT JOIN cartoon c ON t.id = c.channel WHERE c.directed_by != 'Ben Jones' OR c.directed_by IS NULL,SELECT DISTINCT T1.package_option FROM tv_channel AS T1 LEFT JOIN cartoon AS T2 ON T1.id = T2.channel WHERE T2.directed_by != 'Ben Jones',1,0
What are the package options of all tv channels that are not playing any cartoons directed by Ben Jones?,hard,SELECT package_option FROM TV_Channel WHERE id NOT IN (SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones'),SELECT DISTINCT package_option FROM tv_channel WHERE id NOT IN (     SELECT channel     FROM cartoon     WHERE directed_by = 'Ben Jones' ),SELECT DISTINCT T1.package_option FROM tv_channel AS T1 LEFT JOIN cartoon AS T2 ON T1.id = T2.channel WHERE T2.directed_by != 'Ben Jones' OR T2.directed_by IS NULL,1,1
How many poker players are there?,easy,SELECT count(*) FROM poker_player,SELECT COUNT(*) FROM poker_player,SELECT COUNT(*) FROM poker_player,1,1
Count the number of poker players.,easy,SELECT count(*) FROM poker_player,SELECT COUNT(*) FROM poker_player,SELECT COUNT(*) FROM poker_player,1,1
List the earnings of poker players in descending order.,easy,SELECT Earnings FROM poker_player ORDER BY Earnings DESC,SELECT earnings FROM poker_player ORDER BY earnings DESC,SELECT earnings FROM poker_player ORDER BY earnings DESC,1,1
"What are the earnings of poker players, ordered descending by value?",easy,SELECT Earnings FROM poker_player ORDER BY Earnings DESC,SELECT earnings FROM poker_player ORDER BY earnings DESC,SELECT p.earnings FROM poker_player AS p ORDER BY p.earnings DESC,1,1
List the final tables made and the best finishes of poker players.,medium,"SELECT Final_Table_Made ,  Best_Finish FROM poker_player","SELECT final_table_made, best_finish FROM poker_player","SELECT T1.final_table_made, T1.best_finish FROM poker_player AS T1",1,1
What are the final tables made and best finishes for all poker players?,medium,"SELECT Final_Table_Made ,  Best_Finish FROM poker_player","SELECT final_table_made, best_finish FROM poker_player",NULL,1,0
What is the average earnings of poker players?,easy,SELECT avg(Earnings) FROM poker_player,SELECT AVG(earnings) AS average_earnings FROM poker_player,NULL,1,0
Return the average earnings across all poker players.,easy,SELECT avg(Earnings) FROM poker_player,SELECT AVG(earnings) FROM poker_player,SELECT AVG(T1.earnings) FROM poker_player AS T1,1,1
What is the money rank of the poker player with the highest earnings?,medium,SELECT Money_Rank FROM poker_player ORDER BY Earnings DESC LIMIT 1,SELECT money_rank FROM poker_player WHERE earnings = (SELECT MAX(earnings) FROM poker_player),NULL,1,0
Return the money rank of the player with the greatest earnings.,medium,SELECT Money_Rank FROM poker_player ORDER BY Earnings DESC LIMIT 1,SELECT money_rank FROM poker_player ORDER BY earnings DESC LIMIT 1,NULL,1,0
What is the maximum number of final tables made among poker players with earnings less than 200000?,easy,SELECT max(Final_Table_Made) FROM poker_player WHERE Earnings  <  200000,SELECT MAX(final_table_made) FROM poker_player WHERE earnings < 200000,SELECT MAX(T1.final_table_made) FROM poker_player AS T1 INNER JOIN people AS T2 ON T1.people_id = T2.people_id WHERE T1.earnings < 200000,1,1
Return the maximum final tables made across all poker players who have earnings below 200000.,easy,SELECT max(Final_Table_Made) FROM poker_player WHERE Earnings  <  200000,SELECT MAX(final_table_made) AS max_final_tables FROM poker_player WHERE earnings < 200000,SELECT MAX(T1.final_table_made) FROM poker_player AS T1 INNER JOIN people AS T2 ON T1.people_id = T2.people_id WHERE T2.earnings < 200000,1,0
What are the names of poker players?,easy,SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID,SELECT people.name FROM people JOIN poker_player ON people.people_id = poker_player.people_id,SELECT p.name FROM poker_player AS p INNER JOIN people AS pe ON p.people_id = pe.people_id,1,0
Return the names of all the poker players.,easy,SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID,SELECT people.name FROM people JOIN poker_player ON people.people_id = poker_player.people_id,SELECT p.name FROM poker_player AS p INNER JOIN people AS pe ON p.people_id = pe.people_id,1,0
What are the names of poker players whose earnings is higher than 300000?,medium,SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID WHERE T2.Earnings  >  300000,SELECT people.name FROM people JOIN poker_player ON people.people_id = poker_player.people_id WHERE poker_player.earnings > 300000,NULL,1,0
Give the names of poker players who have earnings above 300000.,medium,SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID WHERE T2.Earnings  >  300000,SELECT people.name FROM people JOIN poker_player ON people.people_id = poker_player.people_id WHERE poker_player.earnings > 300000,SELECT p.name FROM poker_player AS p INNER JOIN people AS pe ON p.people_id = pe.people_id WHERE p.earnings > 300000,1,0
List the names of poker players ordered by the final tables made in ascending order.,medium,SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T2.Final_Table_Made,SELECT people.name FROM people JOIN poker_player ON people.people_id = poker_player.people_id ORDER BY poker_player.final_table_made ASC,SELECT P.name FROM poker_player AS P INNER JOIN people AS PE ON P.people_id = PE.people_id ORDER BY P.final_table_made ASC,1,0
"What are the names of poker players, ordered ascending by the number of final tables they have made?",medium,SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T2.Final_Table_Made,SELECT people.name FROM people JOIN poker_player ON people.people_id = poker_player.people_id ORDER BY poker_player.final_table_made ASC,NULL,1,0
What is the birth date of the poker player with the lowest earnings?,hard,SELECT T1.Birth_Date FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T2.Earnings ASC LIMIT 1,SELECT p.birth_date FROM poker_player AS p ORDER BY p.earnings ASC LIMIT 1,SELECT P2.birth_date FROM poker_player AS P1 INNER JOIN people AS P2 ON P1.people_id = P2.people_id ORDER BY P1.earnings ASC LIMIT 1,0,1
Return the birth date of the poker player with the lowest earnings.,hard,SELECT T1.Birth_Date FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T2.Earnings ASC LIMIT 1,SELECT p.birth_date FROM poker_player p ORDER BY p.earnings ASC LIMIT 1,SELECT P2.birth_date FROM poker_player AS P1 INNER JOIN people AS P2 ON P1.people_id = P2.people_id ORDER BY P1.earnings ASC LIMIT 1,0,1
What is the money rank of the tallest poker player?,hard,SELECT T2.Money_Rank FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T1.Height DESC LIMIT 1,SELECT p.money_rank FROM poker_player p JOIN people pe ON p.people_id = pe.people_id WHERE pe.height = (SELECT MAX(height) FROM people),NULL,1,0
Return the money rank of the poker player with the greatest height.,hard,SELECT T2.Money_Rank FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T1.Height DESC LIMIT 1,SELECT p.money_rank FROM poker_player p JOIN people pe ON p.people_id = pe.people_id ORDER BY pe.height DESC LIMIT 1,NULL,1,0
What is the average earnings of poker players with height higher than 200?,medium,SELECT avg(T2.Earnings) FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID WHERE T1.Height  >  200,SELECT AVG(earnings) AS average_earnings FROM poker_player WHERE height > 200,NULL,0,0
Give average earnings of poker players who are taller than 200.,medium,SELECT avg(T2.Earnings) FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID WHERE T1.Height  >  200,SELECT AVG(earnings) AS average_earnings FROM poker_player WHERE height > 200,SELECT AVG(T1.earnings) FROM poker_player AS T1 INNER JOIN people AS T2 ON T1.people_id = T2.people_id WHERE T2.height > 200,0,1
What are the names of poker players in descending order of earnings?,medium,SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T2.Earnings DESC,SELECT people.name FROM people JOIN poker_player ON people.people_id = poker_player.people_id ORDER BY poker_player.earnings DESC,SELECT T2.name FROM poker_player AS T1 INNER JOIN people AS T2 ON T1.people_id = T2.people_id ORDER BY T1.earnings DESC,1,1
Return the names of poker players sorted by their earnings descending.,medium,SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T2.Earnings DESC,SELECT people.name FROM poker_player JOIN people ON poker_player.people_id = people.people_id ORDER BY poker_player.earnings DESC,SELECT T2.name FROM poker_player AS T1 INNER JOIN people AS T2 ON T1.people_id = T2.people_id ORDER BY T1.earnings DESC,1,1
What are different nationalities of people and the corresponding number of people from each nation?,medium,"SELECT Nationality ,  COUNT(*) FROM people GROUP BY Nationality","SELECT nationality, COUNT(*) AS number_of_people FROM people GROUP BY nationality ORDER BY number_of_people DESC","SELECT P.nationality, COUNT(PP.people_id) AS number_of_people FROM people AS P INNER JOIN poker_player AS PP ON P.people_id = PP.people_id GROUP BY P.nationality",1,0
How many people are there of each nationality?,medium,"SELECT Nationality ,  COUNT(*) FROM people GROUP BY Nationality","SELECT nationality, COUNT(*) AS people_count FROM people GROUP BY nationality ORDER BY people_count DESC","SELECT P.nationality, COUNT(PP.people_id) AS number_of_people FROM people AS P INNER JOIN poker_player AS PP ON P.people_id = PP.people_id GROUP BY P.nationality",1,0
What is the most common nationality of people?,hard,SELECT Nationality FROM people GROUP BY Nationality ORDER BY COUNT(*) DESC LIMIT 1,"SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1","SELECT P.nationality, COUNT(*) AS count FROM people AS P GROUP BY P.nationality ORDER BY count DESC LIMIT 1",0,0
Give the nationality that is most common across all people.,hard,SELECT Nationality FROM people GROUP BY Nationality ORDER BY COUNT(*) DESC LIMIT 1,"SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1",SELECT nationality FROM people GROUP BY nationality ORDER BY COUNT(*) DESC LIMIT 1,0,1
What are the nationalities that are shared by at least two people?,easy,SELECT Nationality FROM people GROUP BY Nationality HAVING COUNT(*)  >=  2,SELECT nationality FROM people GROUP BY nationality HAVING COUNT(people_id) >= 2,SELECT P.nationality FROM people AS P GROUP BY P.nationality HAVING COUNT(P.people_id) >= 2,1,1
Return the nationalities for which there are two or more people.,easy,SELECT Nationality FROM people GROUP BY Nationality HAVING COUNT(*)  >=  2,SELECT nationality FROM people GROUP BY nationality HAVING COUNT(people_id) >= 2,SELECT p.nationality FROM people AS p GROUP BY p.nationality HAVING COUNT(p.people_id) >= 2,1,1
List the names and birth dates of people in ascending alphabetical order of name.,medium,"SELECT Name ,  Birth_Date FROM people ORDER BY Name ASC","SELECT people.name, people.birth_date  FROM people  ORDER BY people.name ASC","SELECT p.name, p.birth_date FROM people AS p ORDER BY p.name ASC",1,1
"What are the names and birth dates of people, ordered by their names in alphabetical order?",medium,"SELECT Name ,  Birth_Date FROM people ORDER BY Name ASC","SELECT people.name, people.birth_date FROM people ORDER BY people.name ASC","SELECT p.name, p.birth_date FROM people AS p ORDER BY p.name ASC",1,1
"Show names of people whose nationality is not ""Russia"".",easy,"SELECT Name FROM people WHERE Nationality != ""Russia""",SELECT people.name FROM people WHERE people.nationality != 'Russia',SELECT p.name FROM people AS p WHERE p.nationality != 'Russia',1,1
What are the names of people who are not from Russia?,easy,"SELECT Name FROM people WHERE Nationality != ""Russia""",SELECT people.name FROM people WHERE people.nationality != 'Russia',SELECT p.name FROM people AS p WHERE p.nationality != 'Russia',1,1
