Question,hardness,Ground Truth SQL,Basic Predicted SQL,SoQ Predicted SQL,EX,EX SoQ
What are the different addresses that have students living there?,easy,SELECT count(DISTINCT current_address_id) FROM Students,NULL,SELECT DISTINCT T1.address_id FROM addresses AS T1 INNER JOIN students AS T2 ON T1.address_id = T2.current_address_id OR T1.address_id = T2.permanent_address_id,0,0
List all the student details in reversed lexicographical order.,easy,SELECT other_student_details FROM Students ORDER BY other_student_details DESC,"SELECT first_name, middle_name, last_name FROM students ORDER BY last_name DESC, first_name DESC, middle_name DESC","SELECT * FROM students ORDER BY first_name DESC, middle_name DESC, last_name DESC",0,0
What other details can you tell me about students in reverse alphabetical order?,easy,SELECT other_student_details FROM Students ORDER BY other_student_details DESC,"SELECT other_student_details FROM students ORDER BY last_name DESC, first_name DESC","SELECT other_student_details FROM students ORDER BY last_name DESC, first_name DESC, middle_name DESC",1,1
Describe the section h.,easy,SELECT section_description FROM Sections WHERE section_name  =  'h',NULL,"SELECT T1.section_name, T1.section_description FROM sections AS T1 WHERE T1.section_id = 'h'",0,0
What is the description for the section named h?,easy,SELECT section_description FROM Sections WHERE section_name  =  'h',SELECT section_description FROM sections WHERE section_name = 'h',SELECT T1.section_description FROM sections AS T1 WHERE T1.section_name = 'h',1,1
Find the first name of the students who permanently live in the country Haiti or have the cell phone number 09700166582 .,hard,select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582',SELECT T1.first_name FROM students AS T1 JOIN addresses AS T2 ON T1.permanent_address_id = T2.address_id WHERE T2.country = 'Haiti' OR T1.cell_mobile_number = '09700166582' ,SELECT T1.first_name FROM students AS T1 INNER JOIN addresses AS T2 ON T1.permanent_address_id = T2.address_id WHERE T2.country = 'Haiti' OR T1.cell_mobile_number = '09700166582',0,0
What are the first names of the students who live in Haiti permanently or have the cell phone number 09700166582 ?,hard,select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582',SELECT T1.first_name FROM students AS T1 JOIN addresses AS T2 ON T1.permanent_address_id = T2.address_id WHERE T2.country = 'Haiti' OR T1.cell_mobile_number = '09700166582' ,SELECT T1.first_name FROM students AS T1 INNER JOIN addresses AS T2 ON T1.permanent_address_id = T2.address_id WHERE T2.country = 'Haiti' OR T1.cell_mobile_number = '09700166582',0,0
List the title of all cartoons in alphabetical order.,easy,SELECT Title FROM Cartoon ORDER BY title,SELECT title FROM cartoon ORDER BY title,SELECT title FROM cartoon ORDER BY title ASC,1,1
What are the titles of the cartoons sorted alphabetically?,easy,SELECT Title FROM Cartoon ORDER BY title,SELECT title FROM cartoon ORDER BY title ASC,SELECT title FROM cartoon ORDER BY title ASC,1,1
"List all cartoon directed by ""Ben Jones"".",easy,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";",SELECT title FROM cartoon WHERE directed_by = 'Ben Jones',SELECT title FROM cartoon WHERE directed_by = 'Ben Jones',1,1
What are the names of all cartoons directed by Ben Jones?,easy,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";",SELECT title FROM cartoon WHERE directed_by = 'Ben Jones',SELECT title FROM cartoon WHERE directed_by = 'Ben Jones',1,1
"How many cartoons were written by ""Joseph Kuhr""?",easy,"SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";",SELECT COUNT(*) FROM cartoon WHERE written_by = 'Joseph Kuhr',SELECT COUNT(*) FROM cartoon WHERE written_by = 'Joseph Kuhr',1,1
What is the number of cartoones written by Joseph Kuhr?,easy,"SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";",SELECT COUNT(*) FROM cartoon WHERE written_by = 'Joseph Kuhr',SELECT COUNT(*) FROM cartoon WHERE written_by = 'Joseph Kuhr',1,1
list all cartoon titles and their directors ordered by their air date,medium,"SELECT title ,  Directed_by FROM Cartoon ORDER BY Original_air_date","SELECT title, directed_by FROM cartoon ORDER BY original_air_date","SELECT title, directed_by FROM cartoon ORDER BY original_air_date",1,1
What is the name and directors of all the cartoons that are ordered by air date?,medium,"SELECT title ,  Directed_by FROM Cartoon ORDER BY Original_air_date","SELECT title, directed_by FROM cartoon ORDER BY original_air_date","SELECT T1.title, T1.directed_by FROM cartoon AS T1 ORDER BY T1.original_air_date",1,1
"List the title of all cartoon directed by ""Ben Jones"" or ""Brandon Vietti"".",medium,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti"";","SELECT title FROM cartoon WHERE directed_by IN ('Ben Jones', 'Brandon Vietti')","SELECT title FROM cartoon WHERE directed_by IN ('Ben Jones', 'Brandon Vietti')",1,1
What are the titles of all cartoons directed by Ben Jones or Brandon Vietti?,medium,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti"";",SELECT title FROM cartoon WHERE directed_by = 'Ben Jones' OR directed_by = 'Brandon Vietti',SELECT title FROM cartoon WHERE directed_by = 'Ben Jones' OR directed_by = 'Brandon Vietti',1,1
Which country has the most of TV Channels? List the country and number of TV Channels it has.,hard,"SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1;","SELECT country, COUNT(*) FROM tv_channel GROUP BY country ORDER BY COUNT(*) DESC LIMIT 1","SELECT country, COUNT(id) FROM tv_channel GROUP BY country ORDER BY COUNT(id) DESC LIMIT 1",1,1
What is the country with the most number of TV Channels and how many does it have?,hard,"SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1;",NULL,"SELECT country, COUNT(*) FROM tv_channel GROUP BY country ORDER BY COUNT(*) DESC LIMIT 1",0,1
List the number of different series names and contents in the TV Channel table.,medium,"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;","SELECT COUNT(DISTINCT series_name), COUNT(DISTINCT content) FROM tv_channel","SELECT COUNT(DISTINCT series_name), COUNT(DISTINCT content) FROM tv_channel",1,1
How many different series and contents are listed in the TV Channel table?,medium,"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;","SELECT COUNT(DISTINCT series_name, content) FROM tv_channel","SELECT COUNT(DISTINCT series_name, content) FROM tv_channel",0,0
"What is the content of TV Channel with serial name ""Sky Radio""?",easy,"SELECT Content FROM TV_Channel WHERE series_name = ""Sky Radio"";",SELECT content FROM tv_channel WHERE series_name = 'Sky Radio',SELECT content FROM tv_channel WHERE series_name = 'Sky Radio',1,1
What is the content of the series Sky Radio?,easy,"SELECT Content FROM TV_Channel WHERE series_name = ""Sky Radio"";",SELECT content FROM tv_channel WHERE series_name = 'Sky Radio',SELECT content FROM tv_channel WHERE series_name = 'Sky Radio',1,1
"What is the Package Option of TV Channel with serial name ""Sky Radio""?",easy,"SELECT Package_Option FROM TV_Channel WHERE series_name = ""Sky Radio"";",SELECT package_option FROM tv_channel WHERE series_name = 'Sky Radio',SELECT package_option FROM tv_channel WHERE series_name = 'Sky Radio',1,1
What are the Package Options of the TV Channels whose series names are Sky Radio?,easy,"SELECT Package_Option FROM TV_Channel WHERE series_name = ""Sky Radio"";",SELECT package_option FROM tv_channel WHERE series_name = 'Sky Radio',SELECT T1.package_option FROM tv_channel AS T1 INNER JOIN tv_series AS T2 ON T1.id = T2.channel WHERE T2.series_name = 'Sky Radio',1,0
How many TV Channel using language English?,easy,"SELECT count(*) FROM TV_Channel WHERE LANGUAGE = ""English"";",SELECT COUNT(*) FROM tv_channel WHERE language = 'English',SELECT COUNT(*) FROM tv_channel WHERE language = 'English',1,1
How many TV Channels use the English language?,easy,"SELECT count(*) FROM TV_Channel WHERE LANGUAGE = ""English"";",SELECT COUNT(*) FROM tv_channel WHERE language = 'English',SELECT COUNT(*) FROM tv_channel WHERE language = 'English',1,1
List the language used least number of TV Channel. List language and number of TV Channel.,hard,"SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE ORDER BY count(*) ASC LIMIT 1;","SELECT language ,  COUNT(*) FROM tv_channel GROUP BY language ORDER BY COUNT(*) ASC LIMIT 1","SELECT language, COUNT(*) FROM tv_channel GROUP BY language ORDER BY COUNT(*) ASC LIMIT 1",1,1
What are the languages used by the least number of TV Channels and how many channels use it?,hard,"SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE ORDER BY count(*) ASC LIMIT 1;","SELECT language, COUNT(*) FROM tv_channel GROUP BY language ORDER BY COUNT(*) ASC LIMIT 1",NULL,1,0
List each language and the number of TV Channels using it.,medium,"SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE","SELECT language ,  COUNT(*) FROM tv_channel GROUP BY language","SELECT language, COUNT(*) FROM tv_channel GROUP BY language",1,1
"For each language, list the number of TV Channels that use it.",medium,"SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE","SELECT language, COUNT(*) FROM tv_channel GROUP BY language","SELECT language, COUNT(id) FROM tv_channel GROUP BY language",1,1
"What is the TV Channel that shows the cartoon ""The Rise of the Blue Beetle!""? List the TV Channel's series name.",medium,"SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";",SELECT T1.series_name FROM tv_channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.channel WHERE T2.title = ',NULL,0,0
"What is the series name of the TV Channel that shows the cartoon ""The Rise of the Blue Beetle""?",medium,"SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";",SELECT T1.series_name FROM tv_channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.channel WHERE T2.title = ',SELECT T1.series_name FROM tv_channel AS T1 INNER JOIN cartoon AS T2 ON T1.id = T2.channel WHERE T2.title = ',0,0
"List the title of all  Cartoons showed on TV Channel with series name ""Sky Radio"".",medium,"SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";",SELECT T2.title FROM tv_channel AS T1 INNER JOIN cartoon AS T2 ON T1.id = T2.channel WHERE T1.series_name = 'Sky Radio',SELECT T2.title FROM tv_channel AS T1 INNER JOIN cartoon AS T2 ON T1.id = T2.channel WHERE T1.series_name = 'Sky Radio',1,1
"What is the title of all the cartools that are on the TV Channel with the series name ""Sky Radio""?",medium,"SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";",SELECT T2.title FROM tv_channel AS T1 INNER JOIN cartoon AS T2 ON T1.id = T2.channel WHERE T1.series_name = 'Sky Radio',SELECT T2.title FROM tv_channel AS T1 INNER JOIN cartoon AS T2 ON T1.id = T2.channel WHERE T1.series_name = 'Sky Radio',1,1
List the Episode of all TV series sorted by rating.,easy,SELECT Episode FROM TV_series ORDER BY rating,SELECT episode FROM tv_series ORDER BY rating,SELECT T2.episode FROM tv_channel AS T1 INNER JOIN tv_series AS T2 ON T1.id = T2.channel ORDER BY T2.rating DESC,1,1
What are all of the episodes ordered by ratings?,easy,SELECT Episode FROM TV_series ORDER BY rating,SELECT episode FROM tv_series ORDER BY rating,SELECT T2.episode FROM tv_channel AS T1 INNER JOIN tv_series AS T2 ON T1.id = T2.channel ORDER BY T2.rating DESC,1,1
List top 3 highest Rating  TV series. List the TV series's Episode and Rating.,medium,"SELECT Episode ,  Rating FROM TV_series ORDER BY Rating DESC LIMIT 3;","SELECT T1.episode , T1.rating FROM tv_series AS T1 ORDER BY T1.rating DESC LIMIT 3","SELECT T1.episode, T1.rating FROM tv_series AS T1 INNER JOIN tv_channel AS T2 ON T1.channel = T2.id ORDER BY T1.rating DESC LIMIT 3",1,1
What are 3 most highly rated episodes in the TV series table and what were those ratings?,medium,"SELECT Episode ,  Rating FROM TV_series ORDER BY Rating DESC LIMIT 3;","SELECT episode, rating FROM tv_series ORDER BY rating DESC LIMIT 3","SELECT episode, rating FROM tv_series ORDER BY rating DESC LIMIT 3",1,1
What is minimum and maximum share of TV series?,medium,"SELECT max(SHARE) , min(SHARE) FROM TV_series;","SELECT min(share), max(share) FROM tv_series","SELECT min(share), max(share) FROM tv_series  Step-by-Step Sub-Questions: 1. What data are we interested in? 2. What is the minimum value of this data? 3. What is the maximum value of this data? 4. How can we retrieve both the minimum and maximum values in a single query?",0,0
What is the maximum and minimum share for the TV series?,medium,"SELECT max(SHARE) , min(SHARE) FROM TV_series;","SELECT max(share) ,  min(share) FROM tv_series","SELECT max(share), min(share) FROM tv_series",1,1
"What is the air date of TV series with Episode ""A Love of a Lifetime""?",easy,"SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",SELECT air_date FROM tv_series WHERE episode = 'A Love of a Lifetime',SELECT T2.air_date FROM cartoon AS T1 INNER JOIN tv_series AS T2 ON T1.id = T2.channel WHERE T2.episode = 'A Love of a Lifetime',1,0
"When did the episode ""A Love of a Lifetime"" air?",easy,"SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",NULL,SELECT T2.air_date FROM cartoon AS T1 INNER JOIN tv_series AS T2 ON T1.id = T2.channel WHERE T1.title = 'A Love of a Lifetime',0,0
"What is Weekly Rank of TV series with Episode ""A Love of a Lifetime""?",easy,"SELECT Weekly_Rank FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",SELECT T2.weekly_rank FROM cartoon AS T1 INNER JOIN tv_series AS T2 ON T1.channel = T2.channel WHERE T1.title = 'A Love of a Lifetime',SELECT T2.weekly_rank FROM tv_series AS T1 INNER JOIN cartoon AS T2 ON T1.channel = T2.channel WHERE T1.episode = 'A Love of a Lifetime',0,0
"What is the weekly rank for the episode ""A Love of a Lifetime""?",easy,"SELECT Weekly_Rank FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",SELECT weekly_rank FROM tv_series WHERE episode = 'A Love of a Lifetime',SELECT T2.weekly_rank FROM cartoon AS T1 INNER JOIN tv_series AS T2 ON T1.id = T2.channel WHERE T1.title = 'A Love of a Lifetime',1,0
"What is the TV Channel of TV series with Episode ""A Love of a Lifetime""? List the TV Channel's series name.",medium,"SELECT T1.series_name FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T2.Episode = ""A Love of a Lifetime"";",SELECT T1.series_name FROM tv_channel AS T1 JOIN tv_series AS T2 ON T1.id = T2.channel WHERE T2.episode = 'A Love of a Lifetime',NULL,1,0
"What is the name of the series that has the episode ""A Love of a Lifetime""?",medium,"SELECT T1.series_name FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T2.Episode = ""A Love of a Lifetime"";",SELECT T1.series_name FROM tv_channel AS T1 JOIN tv_series AS T2 ON T1.id = T2.channel WHERE T2.episode = 'A Love of a Lifetime',SELECT T2.series_name FROM cartoon AS T1 INNER JOIN tv_series AS T2 ON T1.id = T2.channel WHERE T1.title = 'A Love of a Lifetime',1,0
